"last.name","first.name","id","twitter.account","name","verified","protected","followersCount","friendsCount","statusesCount","url","location","description","last.update","created"
"Ritter","Allan","488793907","RepAllanRitter","Allan Ritter",FALSE,FALSE,486,43,2,"http://t.co/bm1bgKV3Ec","Nederland, TX","Allan is a principled and hardworking conservative leader who believes in putting people before politics--fighting for our local quality of life in SE Texas.",2012-04-05,2012-02-10
"Roberts","Kevin","3240715590","RobertsForTexas","Kevin Roberts",FALSE,FALSE,1414,643,1033,"https://t.co/eLS1HO4tT7","Houston, TX","State Representative for Texas House District 126 | Candidate for #TX02 | Paid for by Kevin Roberts for Congress",2018-01-11,2015-06-09
"Rodriguez","Eddie","21421710","EddieforTexas","Eddie Rodriguez",TRUE,FALSE,9262,5582,3160,"https://t.co/Nxe4mqTcrO","Austin, TX","Official Twitter account for Texas State Representative Eddie Rodriguez (HD-51) <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>. Husband, father, runner, foodie, champion of progressive causes.",2018-01-11,2009-02-20
"Rodriguez","Justin","838928948","RepJRod","Justin Rodriguez",TRUE,FALSE,6102,856,3044,"https://t.co/KbzrB8yuGK","San Antonio, TX","TX State Rep, HD125: w/nw #SanAntonio. Of Texas with stint @UWMadison Law. Former @COSAgov City Councilman and @SAISD trustee.",2018-01-11,2012-09-22
"Rodríguez","José","174281775","JoseforTexas","Sen. José Rodríguez",FALSE,FALSE,6861,719,5695,"http://t.co/TaUEdpivpw","El Paso to the Big Bend","Texas State Senator, District 29",2018-01-11,2010-08-03
"Romero, Jr.","Ramon","2250914340","RepRamonRomero","Ramon Romero Jr.",FALSE,FALSE,3039,636,795,"https://t.co/wa2TsZ6kVw","Fort Worth, TX","Texas State Representative for District 90.",2017-12-24,2013-12-17
"Rose","Toni","330592662","RepToniRoseTX","Toni Rose",FALSE,FALSE,1090,353,287,"https://t.co/VCHCE8POhu","Dallas, TX","Progressive Democratic Member of the Texas House of Representatives, District 110 (Dallas I Balch Spring I Mesquite)",2018-01-01,2011-07-06
"Sanford","Scott","387707165","Scott_SanfordTX","Scott Sanford",FALSE,FALSE,6148,1938,2289,"https://t.co/ovmP5EP8Zi","McKinney, TX","Texas State Representative for District 70. Republican. Executive pastor of Cottonwood Creek Church.",2018-01-02,2011-10-09
"Schaefer","Matt","907182024","RepMattSchaefer","Matt Schaefer",FALSE,FALSE,2979,398,472,"http://t.co/Ny1lSPrWIM","Tyler","Liberty loving conservative, Tx House Dist. 6    FREEDOM.Texas Style.",2018-01-06,2012-10-27
"Schofield","Mike","2927086494","RepSchofield","Mike Schofield",FALSE,FALSE,1904,266,1808,,"Katy, Texas","State Representative, Texas House District 132 (Katy, Cypress)",2018-01-12,2014-12-11
"Schwertner","Charles","239930426","DrSchwertner","Charles Schwertner",FALSE,FALSE,14695,8670,2379,"http://t.co/H6cJHtLGf1","Texas","Texas Senator and physician. Proud husband and father. Honored to serve the people of Senate District 5.",2018-01-11,2011-01-18
"Seliger","Kel","23442668","kseliger","Kel Seliger",FALSE,FALSE,5813,87,1582,"https://t.co/qyjOwEMmsH","Amarillo, TX","Kel Seliger: Proven Conservative Results for the Panhandle, South Plains, and Permian Basin. 400+ Town Hall Meetings and Counting! #KelListens #TXSD31",2018-01-11,2009-03-09
"Shaheen","Matt","57221416","MattShaheen","Matt Shaheen",FALSE,FALSE,3667,456,7801,"https://t.co/WrbGaeZMFF","Plano, Texas","Texas State Representative, District 66 - Collin County",2018-01-11,2009-07-16
"Sheets","Kenneth","828394487445594112","RepKenSheets","Oliver Pointon",FALSE,FALSE,1,49,2,,"Marseille, France","I am basketball coach. I love swimming and learning english language.",2017-02-23,2017-02-06
"Sheets","Kenneth","169117805","KennethFSheets","Kenneth Sheets",FALSE,FALSE,7342,2994,11507,"https://t.co/7sLfgXc4EO","Dallas, TX","Republican running for the 5th Congressional District of Texas. Marine Veteran and former member of the Texas House.",2018-01-11,2010-07-21
"Sheffield","J.D.","809858509","dr_sheffield","Dr. J.D. Sheffield",FALSE,FALSE,3888,1397,528,"http://t.co/jQQIUR7w6D","Texas House District 59","State Representative J.D. Sheffield, D.O. Family Practice Doctor from Gatesville, Texas.",2018-01-09,2012-09-08
"Sheffield","Ralph","113689856","texassheffield","Ralph Sheffield",FALSE,FALSE,1713,586,462,"http://t.co/NnKxW88g61","Texas","State Representative District 55,Bell County serving in my 3rd legislative session. Owner of Las Casas resturant in Temple, TX and orginator of White Wings (tm)",2014-07-10,2010-02-12
"Shine","Hugh D.","3329147232","ShineforTexas","Rep. Hugh D. Shine",FALSE,FALSE,1102,324,472,,"Temple, TX","State Representative for District 55.",2018-01-11,2015-08-24
"Simmons","Ron","475208548","RonSimmonsTexas","Ron Simmons",FALSE,FALSE,5576,967,2377,"https://t.co/9xmNsLhgKQ","Texas","A conservative voice for Denton County families, Republican Ron Simmons, is the State Representative for Texas House District 65",2018-01-12,2012-01-26
"Simpson","David","106743376","davidsimpsontx","David Simpson",FALSE,FALSE,6709,620,1643,"https://t.co/9hDuMHjpZ3","Longview, Texas","Former Texas State Representative, District 7 - Official Account. Where liberty dwells, there is our country!",2018-01-12,2010-01-20
"Spitzer","Stuart","381294536","Spitzer4TXRep","Stuart Spitzer",FALSE,FALSE,661,119,52,,"","",2018-01-02,2011-09-28
"Springer, Jr.","Drew","381552927","DrewSpringer","Drew Springer",TRUE,FALSE,5648,442,2923,"http://t.co/fcpQBgANCY","Muenster, TX","State Representative -- District 68 --
Conservative Republican
http://t.co/kmNOKtNKVE",2018-01-11,2011-09-28
"Stephenson","Phil","1241822899","RepStephenson","Phil Stephenson",FALSE,FALSE,2048,278,951,"http://t.co/77spyDVAop","","TX State Rep. representing HD 85. CPA with offices in Greatwood and Rosenberg. Pensions & Investments, Financial Services, Ways & Means Committees.",2017-11-30,2013-03-04
"Stickland","Jonathan","412316336","RepStickland","Jonathan Stickland",FALSE,FALSE,8599,441,1408,"http://t.co/Q73x01j8Mu","Bedford, TX","Texas State Representative - House District 92 - Christian Conservative Liberty Loving Republican",2018-01-10,2011-11-14
"Strama","Mark","17146861","markstrama","Mark Strama",FALSE,FALSE,1765,781,134,"http://t.co/3exRsA9v","","",2017-11-29,2008-11-04
"Straus","Joe","18772406","SpeakerStraus","Joe Straus",FALSE,FALSE,22930,809,1273,"http://t.co/L0FMSRrxcP","Austin, TX","San Antonio businessman, State Representative and Speaker of the Texas House.",2018-01-09,2009-01-08
"Stucky","Lynn","4562766923","RepLynnStucky","Lynn Stucky",FALSE,FALSE,1069,675,233,"https://t.co/ld2Qi2orhU","Denton County, TX","Husband, father of 3, local veterinarian, former school board president, state representative for House District 64.",2018-01-11,2015-12-22
"Taylor","Larry","432643761","SenLarryTaylor","Larry Taylor",FALSE,FALSE,5576,1467,1772,"https://t.co/nTDoGaGfwW","Friendswood, Texas","Twitter account for Larry Taylor Campaign for Texas Senate - District 11. Small business owner, conservative Republican and proud husband/father.",2018-01-10,2011-12-09
"Taylor","Van","21826591","VanTaylorTX","Van Taylor",FALSE,FALSE,8362,1805,4935,"https://t.co/6r5sEfcIv8","Plano, TX","Decorated Marine Corps Veteran, Businessman, Texas Senator District 8 serving Collin & Dallas counties",2018-01-12,2009-02-25
"Thierry","Shawn","56717592","RepThierry146","Shawn Thierry",FALSE,FALSE,1236,912,1512,"https://t.co/QgoQK76sNR","Houston","Faster than a speeding bullet.More powerful than a locomotive. Able to leap tall buildings in a single bound. See what I did there? :-) SuperMomLawyerLegislator",2018-01-11,2009-07-14
"Thompson","Ed","1096434308","RepEdThompson","Ed Thompson",FALSE,FALSE,3019,849,2709,"https://t.co/5bKDFL45pM","","Conservative Republican representing District 29 in the Texas House of Representatives. #TXLEGE",2018-01-09,2013-01-16
"Thompson","Senfronia","748626653371207680","Senfronia4Texas","Senfronia Thompson",FALSE,FALSE,1062,434,151,"https://t.co/KNoGjJLxGf","Houston, TX","State Representative District 141. Dean of women legislators and champion of the people, advocating for families, women, children and the elderly.",2017-05-10,2016-06-30
"Toth","Steve","93902984","Toth_4_Texas","Steve Toth",FALSE,FALSE,16245,15505,8574,"https://t.co/v3Y5tso2YH","Conroe, TX","Former TX State Rep #Fox 26 ""FaceOff"" #ProLife #Texas #Christian #GOP #Conservatarian #Contributor to https://t.co/CbrbxNWlyv #MightyOaksVeteranPrograms",2018-01-11,2009-12-01
"Turner","Chris","28637224","ChrisGTurner","Chris Turner",TRUE,FALSE,7641,1656,4867,"https://t.co/upyzfQJBK1","Grand Prairie, TX & Austin, TX","State Rep. in Arlington & Grand Prairie. Chair of House Democratic Caucus in #txlege. Co-parent of 2 dogs w/ @lisaturnerdem. Cowboys, Horns, Mavs, Springsteen.",2018-01-12,2009-04-03
"Turner","Scott","338799600",,,,,,,,,,,,
"Turner","Sylvester","115105973","SylvesterTurner","Sylvester Turner",TRUE,FALSE,67431,1452,12339,"https://t.co/Egqdv0GBSC","Houston, TX","Mayor of @HoustonTX. For over two decades, standing for children, seniors, and everyone in between. Both Sylvester and team tweet.",2018-01-12,2010-02-17
"Uresti","Carlos","356477515","CarlosUresti","Sen. Carlos Uresti",FALSE,FALSE,6338,1187,3683,"http://t.co/fHRLwM9CBE","San Antonio, TX","It's my privilege to serve the South Side of San Antonio and the 16 other counties of District 19 in the Texas Senate. Semper Fi!",2018-01-11,2011-08-16
"Uresti","Tomas","338669947","tomasuresti","Tomas Uresti",FALSE,FALSE,954,317,294,"https://t.co/FNMUk2r9Ub","San Antonio, Texas","State Representative Dist 118. Proudly served Harlandale ISD as School Board Trustee for 13 years.",2018-01-11,2011-07-19
"Van de Putte","Leticia","22322730","leticiavdp","Leticia Van de Putte",TRUE,FALSE,31108,2637,8524,,"San Antonio","Leticia is a mother, grandmother, pharmacist, former State Senator , 6th-generation Tejana & President of Andrade-VandePutte & Associates.",2018-01-11,2009-03-01
"VanDeaver","Gary","1713114559","GaryVanDeaver","Gary VanDeaver",FALSE,FALSE,1729,265,94,"https://t.co/ose1U0j82Z","New Boston","HD 1 State Rep. | “I am honored by the trust placed in me by the families and communities of Northeast Texas and am ready to deliver the results they deserve.""",2018-01-10,2013-08-30
"Villalba","Jason","394838637","JasonVillalba","Jason Villalba",TRUE,FALSE,14125,645,16535,"https://t.co/RvMvQI27bk","Dallas, TX","Texan. Husband. Papa. Republican. Representative for Texas House District 114.",2018-01-12,2011-10-20
"Villarreal","Mike","22235344","MikeVillarreal","Mike Villarreal",FALSE,FALSE,5013,1571,1852,"http://t.co/S2uuShQV1P","San Antonio, Texas","Running for Mayor of San Antonio in 2015. Currently State Rep. of TX HD123. #Mike4SA",2015-06-15,2009-02-28
"Walle","Armando","574185893","RepWalle","Armando Walle",FALSE,FALSE,8203,5896,10663,"https://t.co/5Nc74XcFc0","","Husband, father, brother & compadre. Public servant of TX House Dist. 140. Born on banks of Buffalo Bayou. @UHouston & @UHLAW grad. All Houston sports. Abogado.",2018-01-12,2012-05-08
"Watson","Kirk","102792727","KirkPWatson","Senator Kirk Watson",TRUE,FALSE,25446,942,11635,"https://t.co/RcQiXVxJbb","Austin, Texas","State Senator, former Austin Mayor, proud Texan. Tweets on honest government, better healthcare & schools, and Harley-Davidson motorcycles.",2018-01-11,2010-01-07
"West","Royce","66799896","SenRoyceWest","Royce West",FALSE,FALSE,11235,556,2575,,"Dallas, Texas","Texas State Senator and
Managing Partner of
West & Associates LLP",2018-01-11,2009-08-18
"White","James","155942845","James_E_White","Rep. James White",FALSE,FALSE,9080,9984,12219,,"Hillister, TX","Conservative Republican - State Representative, Texas House District 19 - Chairman of Tx House Corrections Committee - US Army Veteran - Child of God",2018-01-12,2010-06-15
"White","Molly S.","1966062223","MollyWhiteTX","Molly White",FALSE,FALSE,1317,325,549,"http://t.co/aIdtqhPt8k","Belton, TX","Pro-Life Activist & Speaker | Conservative Republican | Founder (Women for Life Intl) | Rep. for TX HD-55 |  Lege Dir (Operation Outcry) | #txlege #stand4life",2016-06-04,2013-10-17
"White","Andrew","47440498","randrewwhite","Andrew White",FALSE,FALSE,802,221,149,"https://t.co/VUxfG4HKrc","Houston","Bringing sanity back to the Governor's office in 2018. Favorite movie: Glory. Favorite writer: CS Lewis.",2018-01-11,2009-06-15
"Whitmire","John","2196718225","whitmire_john","John Whitmire",FALSE,FALSE,4138,318,1300,"http://t.co/2m7Acwpcml","Houston, Texas","State Senator, Democrat, Dean of the Texas Senate.",2018-01-11,2013-11-15
"Wilson","Terry","4347352814","TerryWilsonTX","Terry Wilson",FALSE,FALSE,900,353,38,,"","Terry Wilson is a State Representative representing Texas House District 20 in the Texas Legislature.",2017-10-05,2015-11-24
"Wilson","Mary Street","42357805","mwilson8","Mary Street Wilson",FALSE,FALSE,230,113,2048,,"austin","candidate for US House District 21 - TX, pastor, lesbian, baseball fan",2018-01-11,2009-05-25
"Workman","Paul","86392440","PaulWorkman","Paul Workman",FALSE,FALSE,5524,1215,1183,"http://t.co/jIY8N4AYcg","","Conservative State Representative for Texas House District 47, serving southern and western Travis County.",2018-01-10,2009-10-30
"Wray","John","2151295579","wrayfortexas","John Wray",FALSE,FALSE,1692,520,286,"https://t.co/rGRbcvBjVI","Ellis & Henderson Counties, TX","Representative for House District 10.",2018-01-11,2013-10-23
"Wu","Gene","438529528","GeneforTexas","Gene Wu",FALSE,FALSE,9075,69,12952,"http://t.co/zsAV1TgZTu","Houston, Texas","Texas State Representative - District 137, Southwest Houston. Dad to Winston & Lyndon, Husband to @MiyaShay, Attorney, & Volunteer.",2018-01-12,2011-12-16
"Zaffirini","Judith","17152605","JudithZaffirini","Judith Zaffirini",FALSE,TRUE,3924,849,961,"http://t.co/M5SbQriuap","Laredo, Texas","State Senator. Owner, Zaffirini Communications. President, Alexander Foundation/Investments/Development. Carlos Sr.'s Wife, Carlos Jr.'s Mom, & Asher's Momma Z!",,2008-11-04
"Zedler","William ""Bill""","39350934","Bill_Zedler","Bill Zedler",FALSE,FALSE,4407,4,1518,"http://t.co/gDvacMMya0","Arlington","",2018-01-09,2009-05-11
"Zerwas","John","243677635","RepJohnZerwas","John Zerwas, M.D.",FALSE,FALSE,1787,282,29,"https://t.co/VrPxRMxeFP","Richmond","Republican State Rep. proudly serving TX House District 28. Physician, husband, father and grandfather. Current Chairman of the House Appropriations Committee.",2018-01-09,2011-01-27
"Abbott","Greg","90651198","GregAbbott_TX","Greg Abbott",TRUE,FALSE,205383,2963,9240,"https://t.co/LBN45b8eTW","Austin, TX","Texas Governor Greg Abbott's Personal Twitter Feed",2018-01-11,2009-11-17
"Bahorich","Donna","18077260","donnabahorich","Donna Bahorich-TX SBOE Chair",FALSE,FALSE,1188,134,776,"https://t.co/ZtlzzuxNBT","Houston","What would happen if we dedicated ourselves to solving what grabs our hearts deep down, makes us weep? Dare to go big, work hard with others to make it happen!",2018-01-11,2008-12-12
"Beltran","Erika","2246623411","EBeltran4SBOE","Erika Beltran",FALSE,FALSE,1446,1687,571,"https://t.co/mOsgBAI91K","DFW","Member TX State Board of Education. Texan. Latina. Democrat. Passionate about improving public schools and serving my community, District 13.",2017-12-07,2013-12-15
"Bush","George P.","80136311","georgepbush","George P. Bush",TRUE,FALSE,50455,3198,6224,"http://t.co/JB1pWJ6e9Q","Austin, TX","Husband, father, USNR and Texas Land Commissioner | Learn more about the Texas General Land Office @txglo or http://t.co/8wLnjd65K9",2018-01-12,2009-10-05
"Christian","Wayne","1645509174","ChristianForTX","Wayne Christian",FALSE,FALSE,2043,664,3855,"https://t.co/8ArROgWRyG","Texas","Texas Railroad Commissioner | Conservative Businessman | Fmr State Representative | #IOGCC Appointee | Fmr Grammy Nominated Gospel Singer | #txlege #txenergy",2018-01-10,2013-08-04
"Combs","Susan","714954063763341312","SusanCombs","Susan Combs",FALSE,FALSE,5184,4889,489,"https://t.co/d2DU9608WC","Texas, USA","Public Servant, Rancher, and Advocate for Being Audacious. Founder of HERdacity. Author of Texas Tenacity. #WhereWomenDare",2017-03-04,2016-03-29
"Cortez Jr.","Ruben","194626754","RubenforBISD","Ruben Cortez, Jr.",FALSE,TRUE,4,166,38,,"","I am a trustee for the Brownsville School Board, Place 2. I am running for re-election and humbly ask for your support. Thank you for visiting my Twitter Page.",,2010-09-24
"Dewhurst","David","333533135","DavidHDewhurst","David Dewhurst",TRUE,FALSE,13017,744,1662,"https://t.co/STf8Trh06I","Houston, TX","Fighting to keep the Texas Miracle alive and end Washington's war on Lone Star values. Conservative, veteran, businessman and former Texas Lt. Governor.",2016-12-29,2011-07-11
"Hegar","Glenn","83469886","Glenn_Hegar","Glenn Hegar",FALSE,FALSE,5922,110,2625,"http://t.co/NpS10NP4iP","","Husband, father and sixth generation Texan. Texas Comptroller of Public Accounts. | Follow @txcomptroller for official news from my office.",2018-01-11,2009-10-18
"Mercer","Ken","86235946","kenmercersboe","Ken Mercer",FALSE,FALSE,433,290,97,"http://t.co/EZavn0k4dr","San Antonio, TX","A member on the State Board of Education in Texas!",2012-04-05,2009-10-30
"Patterson","Jerry","334219471","Patterson4TX","Jerry Patterson",FALSE,FALSE,4229,2316,1475,"https://t.co/hpoRNfFwgG","Austin, Texas","Born in Houston, Aggie, former Marine, 2-term Texas State Senator for District 11, and 3-term Texas Land Commissioner <U+2709><U+FE0F> info@votepatterson.com",2018-01-11,2011-07-12
"Paxton","Ken","45840174","KenPaxtonTX","Ken Paxton",FALSE,FALSE,27339,1852,5590,,"The Great State of Texas","Texas Attorney General Ken Paxton.  Follow @TXAG for official news from my office.",2018-01-11,2009-06-09
"Pérez","Georgina Cecilia","4605138792","ginaTXSBOE1","gina pérez",FALSE,FALSE,517,199,1284,"https://t.co/yLG5kXxEex","West & South West Texas","TX State Board of Education Dist1,
Educator, Mentor, Public Schools Advocate https://t.co/uh1TuKykfU
#StudentNeedsAboveAdultConcerns #ServiceLeadership",2018-01-12,2015-12-19
"Rowley","Marty","430210307","Marty4Education","Marty Rowley",FALSE,FALSE,253,174,148,"http://t.co/S60nkh0xnJ","Amarillo Texas","Conservative Amarillo Mediator and Community Leader seeking Texas State Board of Education District 15 Seat, to Build a Better Future for Our Children",2017-09-10,2011-12-06
"Sitton","Ryan","380544346","RyanSitton","Ryan Sitton",TRUE,FALSE,5056,718,3196,"http://t.co/DgKVsmE464","Austin, TX","Experienced businessman, oil & gas engineer and Texas Railroad Commissioner.",2018-01-11,2011-09-26
"Smitherman","Barry","342945476","SmithermanTX","Barry Smitherman",FALSE,FALSE,3956,2010,1638,,"Texas","Attorney/Energy Consultant. Former Chairman Railroad Commission and Public Utility Commission of Texas. Husband & father of four.",2018-01-04,2011-07-26
"Staples","Todd","38013922","Todd_Staples","Todd Staples",FALSE,FALSE,8791,5758,1944,"http://t.co/0qkOnL4IFW","Texas","President, @TXOGA, 11th @TexasDeptofAg Commissioner. Former State Senator & Representative. Author-Broken Borders, Broken Promises.",2017-12-17,2009-05-05
"Adia","Vanessa","845303572388593664","VanessaAdiaTX12","Vanessa Adia",FALSE,FALSE,1724,254,423,"https://t.co/a6GPmrFzTe","Fort Worth, TX","Dem. candidate for US Congress TX-12. Lifelong Texan, advocate, wife, mother, & teacher. Most tweets mine but when I'm teaching, #TeamVanessa is tweeting.",2018-01-12,2017-03-24
"Andarza","Ivan","98263559","Andarzalaw","Ivan Andarza",FALSE,FALSE,270,367,23,"https://t.co/TptIHDF8hC","Austin, Texas","Candidate for US Congress (TX21)",2018-01-12,2009-12-21
"Arredondo-Lynch","Alma","891333044216442882","drAlma4Congress","Dr. Alma Arredondo-L",FALSE,FALSE,17,15,16,"https://t.co/nCrSkp9DGj","Uvalde, TX","",2017-12-21,2017-07-29
"Balat","David","826445551294115840","DavidBalatCD2","David Balat",FALSE,FALSE,1125,3775,239,"https://t.co/9Q1d6Iwln3","Houston, Texas","Republican Candidate for U.S. Congress Texas District 2. #ArmyOfDavids. Tweets are my own.",2018-01-11,2017-01-31
"Barnes, Jr.","Levy Q.","1367736553","DrLevyQBarnesJr","Dr. Levy Q. Barnes Jr.",FALSE,FALSE,15,52,17,"https://t.co/ZeNPgOdlFC","Port Arthur, TX"," Dr. Levy Barnes, Jr. has been changing the world with his scientific discoveries, his businesses,  abilities to educate and empower minds, and his ministry .",2018-01-11,2013-04-20
"Barrera","Raul","4741210056","RaulRoyBarrera","BarreraForCongress",FALSE,FALSE,85,95,374,"https://t.co/jpD33CzRCU","","I'd be honored to serve as your next Congressman for District 27. 
“Committed to the People”",2016-11-08,2016-01-11
"Beal","Brent","864484050605666304","beal2018","Brent Beal",FALSE,FALSE,670,437,574,"https://t.co/ExLiLPkDGa","Nacogdoches, TX","I'm running as a Democrat in Texas's 1st Congressional District. To contribute:
https://t.co/two6iU52ix",2018-01-12,2017-05-16
"Bell","Adam P.","4714916959","voteadambell","Adam Bell 4 Congress",FALSE,FALSE,732,568,226,"https://t.co/isJqN0JFkb","Allen, TX","Democrat for U.S. Congress House TX-3 | 
Let Freedom Ring: Invest in People. Work for Solutions. Protect All Americans | #ringthe3rd | #letfreedomring",2018-01-12,2016-01-05
"Bell","Adrienne","566806945","AdrBell","Adrienne Bell",FALSE,FALSE,4040,2098,5368,"https://t.co/P2touQUkCt","Pearland, TX","Democrat for US Congress TX-14. Educator. Fighting for the people. @ofa alumni  https://t.co/nqPQWypkf9 info@bell2018.com",2018-01-11,2012-04-30
"Biggan","John","947934725271846912","BigganForTexas","John Biggan",FALSE,FALSE,45,351,14,"https://t.co/RlrjvH1lbh","Hurst, TX","Congressional Candidate #TX24, Texan, Eagle Scout, Brain Scientist, College Instructor, @UTArlington grad",2018-01-09,2018-01-01
"Birkenstock","Veronica","866314413573361664","v4congress","V4Congress",FALSE,FALSE,114,433,101,"https://t.co/yeQBnkmQGA","Frisco, TX","Veronica Birkenstock - 
Conservative Republican for United States Congress. Texas' 26th Congressional District. #V4Congress #TX26",2018-01-06,2017-05-21
"Blocker","Trey","1553030010","TreyBlocker","Trey J. Blocker",FALSE,FALSE,838,610,154,"https://t.co/SZ7eRJq5gH","Texas, USA","Candidate for Texas Agriculture Commissioner, ethics advisor, small business owner, hunter, fly fisherman, host of The Trey Blocker Show.",2018-01-10,2013-06-28
"Bridges","David","441042482","judgedlb","David.Bridges",FALSE,FALSE,76,207,54,"https://t.co/MeQjL3pS7h","Texas","I have been honored to serve 21 years on  the Fifth Court of Appeals. I am running statewide for Presiding Judge of the Texas Court of Criminal Appeals.",2017-12-19,2011-12-19
"Brown","Jeff","21746095","judgejeffbrown","Justice Jeff Brown",TRUE,FALSE,6985,2087,7416,"https://t.co/MEJOzTmDwc","Kyle and Austin, Texas","Justice on the Supreme Court of Texas. I believe in a loving God, the U.S. Constitution, the rule of law, American exceptionalism, and traditional Texas values.",2018-01-12,2009-02-24
"Bruun","Bech","2147649126","bechforcongress","Bech Bruun",FALSE,FALSE,1823,1335,1586,,"TX Congressional District 27","Republican Candidate for U.S. Congress District 27. Former Chairman of the Texas Water Development Board. Native of Corpus Christi.",2018-01-05,2013-10-21
"Burch","Lorie","859459230767734784","LorieB4Congress","Lorie Burch",FALSE,FALSE,594,275,285,"https://t.co/GvTxmIO6zz","Plano, TX","I seek to represent the people before party politics and special interests. Our future is inextricably connected to the well-being of one another.",2018-01-11,2017-05-02
"Burkhart","Eric","2781163658","mukhabaratbaby","Eric Burkhart",FALSE,FALSE,408,501,3121,"http://t.co/aVviO0oYRS","Texas","Semi-retired Intel Officer, author of Mukhabarat, Baby! Texan, fan of Cowboys, Astros, Spurs and Judson Rockets. Cons., Animal lover, Laus Deo Roman Catholic.",2018-01-09,2014-08-30
"Butler","Joshua A.","825914754300518400","ThePoliticalJAB","Joshua A. Butler",FALSE,FALSE,671,422,496,"https://t.co/ZeTnQCgiul","Houston, TX","Democratic Candidate for Texas' Congressional District 7 #CDTX7 #district7 #TX07 #politicaljab #empower",2018-01-10,2017-01-30
"Canseco","Quico","2447531750","QuicoCanseco","Francisco Canseco",FALSE,FALSE,226,822,53,"http://t.co/KXc5vqj7PX","Texas","The official Twitter for Quico Canseco, candidate for Texas CD23. Vote Quico May 19-23 or May 27 in the GOP runoff. #TX23",2014-05-26,2014-04-16
"Cargas","James","439549785","Cargas7","Cargas for Congress",FALSE,FALSE,1737,1673,2094,"https://t.co/pBll9iNCsO","Texas","Dem. candidate for US Congress and energy attorney at city of Houston. Former @WhiteHouse, @ENERGY & Capitol Hill staffer | Fighting for our values in #TX07",2018-01-12,2011-12-17
"Casey","Keith","552854358","kcforcongress","keith casey",FALSE,FALSE,18,103,29,"http://t.co/AI6hwW1stc","Sour Lake, Texas","A Wild Conservative Republican...an adopted Kiowa Indian... an avid whitewater canoeist... walks on water (only if it is solidly frozen)... a U.S. Congressional",2016-02-15,2012-04-13
"Clark","James Jolly","285082083","JamesJollyClark","James Jolly Clark",FALSE,FALSE,3,7,3,"http://t.co/8Tei4XQ7wh","Austin, TX","",2011-04-26,2011-04-20
"Cloud","Michael","23725826","MichaelJCloud","Michael Cloud",FALSE,FALSE,380,180,1165,"https://t.co/HYiLu4MRWo","Victoria, TX","Constitutional conservative running for U.S. Congress, Texas 27th District.",2018-01-11,2009-03-11
"Cooper","John","59116787","drjcooper","John Cooper",FALSE,FALSE,14,0,31,"http://t.co/c0wUdb8iKh","Sulphur Springs, TX","",2018-01-03,2009-07-22
"Cooper","Michael","863680884481961984","Cooper4Texas","Michael Cooper",FALSE,FALSE,66,36,115,"https://t.co/aom7HeU2WY","Texas, USA","Cooper is still employed by Kinsel Motors - retired from the Executive Management end of the business-Pastor- Psychologist- Now a Candidate for Lt. Governor TX",2018-01-10,2017-05-14
"Cope","Ken","2251035896","CopeTexas","Ken Cope",FALSE,FALSE,54,78,227,"https://t.co/dXLdYNQqWR","Texas","TX US Representative Candidate for Congressional District 6: Tarrant, Ellis and Navarro Counties.
Courageous Outsider!
Retired US Army Lt Colonel
#TXCD6",2018-01-11,2013-12-17
"Crenshaw","Dan","930552552302792704","DanCrenshawTX","Dan Crenshaw",FALSE,FALSE,1581,128,47,"https://t.co/bdQoePkZ5C","Spring, TX","Dan Crenshaw, Lieutenant Commander (Ret), is a former Navy SEAL running for Texas CD-2. A Houston native, Dan and his wife Tara are committed to public service.",2018-01-11,2017-11-14
"Crowe","Derrick","16148151","derrickcrowe","Derrick Crowe",FALSE,FALSE,1491,2559,11408,"https://t.co/zk0gFYY9EK","Washington, D.C.","Personal account of @electcrowe, running for Congress in TX-21.",2018-01-11,2008-09-05
"Culler","Anthony","2169078122","AnthonyCuller","Anthony Culler",FALSE,FALSE,2194,2000,2847,"https://t.co/zq81AdBpjW","East Texas","Unabashed Christian Conservative Republican running for US Congress in #EastTexas! (#TX01). #Family #Faith",2018-01-11,2013-11-01
"David","Steven","20920816","stevedavid","Steven David",FALSE,FALSE,873,701,3941,"https://t.co/Nea8orjNVR","Tomball, TX","Native Texan. Husband. Democrat for Congress TX-08. Improver of Government Processes. @ASU alumnus.",2018-01-11,2009-02-15
"Davis, Sr.","Cedric","3731565560","Cedric4Texas","Cedric Davis",FALSE,FALSE,182,624,79,"https://t.co/dnLNbFd28b","Dallas, TX","Candidate for Texas Governor, Vote for former Mayor Cedric Davis for a better State Gov't that's responsive to the needs of hardworking blue-collar workers",2018-01-01,2015-09-30
"de Stefano","Stefano","870971280715112448","StefanoforTx","Stefano for Senate",FALSE,FALSE,666,3714,522,"https://t.co/wqOd6PNbaZ","Houston, TX","#Freemarket #Republican, dad, & #energy atty. running for the U.S. #Senate in #Texas to restore honest & reasonable leadership to our nation. #TiredofTed",2018-01-12,2017-06-03
"Deen","Sam","931344467084431360","samdeentx","Sam Deen",FALSE,FALSE,19,10,0,"https://t.co/2FX4hqHPJP","Canton, TX","",,2017-11-17
